player,start_rank,start_points,difference,finish_rank,finish_points
Bob Harris,99,0,-25,124,0
Jason Weston,98,0,-20,118,0
Mehmet Husnu,97,0,-36,133,0
David McDonnell,96,0,-9,105,0
Amrik Cheema,95,0,-41,136,0
Anthony Davies,94,0,4,90,0
Dave Harold,93,0,43,50,0
Peter Daubney,92,0,-5,97,0
Paul McPhillips,91,0,17,74,0
Dave Martin,90,0,-35,125,0
Nigel Bond,9,0,0,9,0
Jamie Woodman,89,0,-24,113,0
Stuart Reardon,88,0,-51,139,0
Drew Henry,87,0,23,64,0
Marcel Gauvreau,86,0,86,0,0
Anthony Hamilton,85,0,36,49,0
Steve Duggan,84,0,-12,96,0
Brian Rowswell,83,0,-3,86,0
Jason Whittaker,82,0,-35,117,0
Robby Foldvari,81,0,-3,84,0
Craig Edwards,80,0,-9,89,0
Gary Wilkinson,8,0,-9,17,0
Ken Owers,79,0,-20,99,0
Duncan Campbell,78,0,-80,158,0
Robert Marshall,77,0,-16,93,0
Andrew Cairns,76,0,5,71,0
Chris Small,75,0,-23,98,0
Billy Snaddon,74,0,15,59,0
Peter Lines,73,0,-38,111,0
Alex Higgins,72,0,11,61,0
Nick Terry,71,0,18,53,0
Andy Hicks,70,0,16,54,0
James Wattana,7,0,2,5,0
Rex Williams,69,0,-54,123,0
Nick Dyson,68,0,-7,75,0
Warren King,67,0,-3,70,0
Jim Chambers,66,0,-38,104,0
Steve Campbell,65,0,-17,82,0
John Read,64,0,-14,78,0
Dave Finbow,63,0,0,63,0
Jason Ferguson,62,0,30,32,0
Brian Morgan,61,0,24,37,0
John Campbell,60,0,-5,65,0
Terry Griffiths,6,0,-2,8,0
Kirk Stevens,59,0,-10,69,0
Les Dodd,58,0,12,46,0
Barry West,57,0,-9,66,0
Stephen Murphy,56,0,-4,60,0
Eugene Hughes,55,0,-7,62,0
Jack McLaughlin,54,0,-4,58,0
Joe Swail,53,0,28,25,0
Tony Chappel,52,0,4,48,0
Colin Roscoe,51,0,-25,76,0
Nigel Gilbert,50,0,-2,52,0
Neal Foulds,5,0,-9,14,0
Peter Cadogan - Not active,495,0,-102,597,0
Del Smith,494,0,0,494,0
Sean Seymour - Not active,493,0,493,0,0
Don Watson,492,0,-90,582,0
Stephen Phillips - Not active,491,0,-104,595,0
Christopher Flight - Not active,490,0,-103,593,0
John Virgo,49,0,-23,72,0
Declan Healy - Not active,489,0,-105,594,0
Nicholas Segal,488,0,-93,581,0
Lawrence Lillie - Not active,487,0,487,0,0
Anup Amin - Not active,486,0,-105,591,0
John Mulready - Not active,485,0,-105,590,0
Gareth Esprit,484,0,-72,556,0
Russell Toombes - Not active,483,0,-104,587,0
Neil Shaw - Not active,482,0,-104,586,0
Andreas Ahmed - Not active,481,0,-102,583,0
Dave Andrew,480,0,-89,569,0
