player,start_rank,start_points,difference,finish_rank,finish_points
Mark Williams,3,"36,780",2,1,"57,100"
John Higgins,1,"50,590",-1,2,"44,445"
Stephen Hendry,2,"41,235",-1,3,"42,570"
Ronnie O'Sullivan,4,"33,545",0,4,"32,640"
Stephen Lee,6,"28,505",1,5,"31,605"
Matthew Stevens,9,"23,380",3,6,"31,105"
Ken Doherty,7,"28,090",0,7,"29,255"
Alan McManus,8,"26,515",0,8,"25,510"
Fergal O'Brien,11,"22,762",2,9,"24,702"
John Parrott,5,"30,000",-5,10,"24,065"
Anthony Hamilton,10,"23,015",-1,11,"23,515"
Peter Ebdon,13,"21,810",1,12,"23,355"
Dave Harold,17,"19,447",4,13,"22,737"
Paul Hunter,12,"22,137",-2,14,"22,497"
Marco Fu,35,"13,654",20,15,"22,329"
Joe Swail,28,"15,577",12,16,"21,590"
Steve Davis,15,"20,045",-2,17,"21,500"
Jimmy White,16,"19,822",-2,18,"20,587"
Graeme Dott,25,"16,615",6,19,"20,112"
Dominic Dale,19,"18,794",-1,20,"19,947"
Chris Small,18,"19,135",-3,21,"19,497"
Mark King,14,"20,420",-8,22,"19,450"
Nigel Bond,21,"18,210",-2,23,"18,822"
Billy Snaddon,24,"16,665",0,24,"18,412"
Darren Morgan,23,"16,812",-2,25,"17,194"
Tony Drago,20,"18,335",-6,26,"17,072"
James Wattana,22,"17,365",-5,27,"16,975"
Brian Morgan,31,"15,085",3,28,"16,235"
Drew Henry,45,"12,575",16,29,"16,200"
Terry Murphy,30,"15,254",0,30,"15,632"
Joe Perry,34,"13,930",3,31,"15,470"
Quinten Hann,26,"16,362",-6,32,"15,445"
Jamie Burnett,27,"15,637",-6,33,"15,315"
Gary Wilkinson,29,"15,400",-5,34,"15,072"
Paul Davies,38,"13,407",3,35,"14,410"
Andy Hicks,32,"14,397",-4,36,"13,650"
Bradley Jones,33,"13,975",-4,37,"13,355"
Ian McCulloch,39,"13,132",1,38,"13,096"
Dave Finbow,52,"11,542",13,39,"12,845"
Anthony Davies,80,"9,225",40,40,"12,610"
Jimmy Michie,63,"10,482",22,41,"12,554"
Lee Walker,46,"12,142",4,42,"12,489"
Stuart Bingham,93,"8,237",50,43,"12,320"
Jonathan Birch,53,"11,447",9,44,"12,264"
Peter Lines,42,"12,942",-3,45,"12,010"
Michael Judge,67,"10,257",21,46,"11,815"
Marcus Campbell,48,"12,005",1,47,"11,799"
Euan Henderson,43,"12,697",-5,48,"11,615"
Alain Robidoux,36,"13,570",-13,49,"11,415"
